total_ic_mou_9,total_og_mou_9,vol_2g_mb_9,vol_3g_mb_9,label
355.33,3908.21,0.0,0.0,0.0
250.58,47.74,0.0,0.0,0.0
336.26,609.73,0.0,0.0,0.0
66.59,57.16,0.0,0.0,0.0
383.14,714.38,0.0,0.0,0.0
65.08,438.99,0.0,0.0,0.0
50.41,233.04,0.0,0.0,0.0
78.23,40.56,0.0,0.0,0.0
58.18,163.63,0.0,0.0,0.0
586.36,242.88,0.0,0.0,0.0
86.41,1346.46,0.0,0.0,0.0
67.58,443.09,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
105.71,42.94,0.0,0.0,0.0
36.06,184.63,0.0,0.0,0.0
54.59,133.51,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
86.86,151.13,0.0,0.0,0.0
148.44,50.34,71.55,0.0,0.0
15.16,1.23,196.01,0.0,0.0
18.99,1088.11,0.0,0.0,0.0
200.69,314.54,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
130.24,654.66,168.32,593.42,0.0
0.0,0.0,0.0,0.0,1.0
119.24,90.78,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
97.11,34.61,65.49,383.78,0.0
47.31,38.31,42.29,0.0,0.0
368.11,375.26,38.62,280.35,0.0
396.04,74.69,0.0,0.0,0.0
201.83,129.99,0.0,0.0,0.0
39.54,51.99,92.4,1955.86,0.0
55.99,694.01,0.0,0.0,0.0
2.01,0.0,0.0,0.0,0.0
211.78,105.21,0.0,0.0,0.0
73.31,403.29,0.0,0.0,0.0
122.31,307.88,0.0,0.0,0.0
1003.31,2217.81,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
171.83,208.66,39.66,1931.44,0.0
161.68,65.61,0.0,0.0,0.0
13.99,10.63,133.54,1397.6,0.0
165.93,76.59,0.0,0.0,0.0
1114.13,106.86,0.0,0.0,0.0
257.38,53.39,0.0,0.0,0.0
198.26,141.34,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
40.96,48.41,0.0,0.0,0.0
333.16,292.39,0.0,0.0,0.0
278.94,326.44,0.0,0.0,0.0
887.94,824.31,0.0,0.0,0.0
260.89,342.23,114.8,0.0,0.0
357.33,79.79,0.0,0.0,0.0
374.43,236.14,0.0,0.0,0.0
42.66,5.11,0.0,0.0,0.0
73.63,70.16,0.0,0.0,0.0
320.71,302.71,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
109.44,215.96,1008.56,0.0,0.0
144.76,243.91,0.0,0.0,0.0
262.44,24.04,748.23,215.95,0.0
98.03,90.78,0.0,0.0,0.0
65.44,539.73,0.0,0.0,0.0
44.86,169.81,0.0,0.0,0.0
93.01,70.26,0.0,0.0,0.0
57.38,372.43,0.0,0.0,0.0
75.23,121.44,0.0,0.0,0.0
198.64,1180.46,0.0,0.0,0.0
126.08,118.51,0.0,0.0,0.0
18.78,23.33,0.0,0.0,0.0
122.23,133.31,0.0,0.0,0.0
103.89,0.0,4.36,34.74,0.0
184.93,37.04,0.0,0.0,0.0
107.09,149.93,0.0,0.0,0.0
16.04,796.09,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
456.04,677.63,0.0,0.0,0.0
371.98,692.06,0.0,0.0,0.0
134.48,1137.79,0.0,0.0,0.0
358.56,318.28,358.81,3947.3,0.0
217.79,342.39,0.0,0.0,0.0
118.54,68.29,0.0,0.0,0.0
125.63,519.04,0.0,0.0,0.0
9.31,0.41,0.0,0.0,0.0
58.33,288.54,0.0,0.0,0.0
760.88,71.29,0.0,0.0,0.0
316.21,484.04,67.59,0.0,0.0
17.21,1185.41,0.0,0.0,0.0
812.19,1068.73,0.0,0.0,0.0
0.0,0.0,0.0,1023.91,0.0
0.0,0.0,0.0,433.79,0.0
211.03,809.66,0.0,0.0,0.0
219.89,192.16,0.0,0.0,0.0
157.88,117.03,0.0,0.0,0.0
488.19,598.94,0.0,0.0,0.0
7.18,0.0,0.0,0.0,0.0
339.76,1587.93,0.0,0.0,0.0
171.81,136.48,0.0,0.0,0.0
284.81,151.61,0.0,0.0,0.0
638.88,477.41,277.86,580.05,0.0
382.24,1326.98,0.0,0.0,0.0
70.58,448.24,191.37,828.53,0.0
733.16,228.64,545.28,0.0,0.0
178.38,9.26,0.0,0.0,0.0
29.71,18.89,0.0,0.0,0.0
22.29,4.08,0.0,0.0,0.0
120.83,613.69,0.0,0.0,0.0
28.43,998.56,0.0,0.0,0.0
263.54,166.68,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
239.18,329.21,7.5,2218.15,0.0
163.19,210.51,0.0,0.0,0.0
43.94,0.25,0.0,0.0,0.0
350.16,304.11,0.0,0.0,0.0
86.78,40.86,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
85.21,1261.44,0.0,0.0,0.0
66.68,74.13,0.0,0.0,0.0
182.11,30.26,0.0,0.0,0.0
133.88,146.63,5.66,0.0,0.0
133.16,112.88,38.61,2068.68,0.0
199.29,310.33,0.0,0.0,0.0
6.78,161.03,399.28,0.0,0.0
163.93,0.0,98.04,560.29,0.0
933.74,88.63,0.0,0.0,0.0
710.83,61.11,0.0,0.0,0.0
118.58,0.0,0.0,0.0,0.0
43.89,65.89,0.0,0.0,0.0
25.53,55.58,0.0,0.0,0.0
74.18,2084.63,0.0,0.0,0.0
407.86,156.84,0.0,570.08,0.0
98.28,36.23,0.0,0.0,0.0
83.64,242.33,0.0,0.0,0.0
347.36,56.14,0.0,0.0,0.0
115.33,1717.83,0.0,0.0,0.0
1.66,6.9,0.0,0.0,0.0
118.99,159.66,146.51,3925.86,0.0
110.08,442.76,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
153.96,516.59,0.0,0.0,0.0
178.43,974.86,0.0,0.0,0.0
78.83,36.78,0.0,0.0,0.0
384.96,375.99,292.64,0.0,0.0
68.06,127.08,124.74,639.54,0.0
0.0,0.0,0.0,0.0,1.0
6.26,14.73,0.0,0.0,0.0
303.88,415.91,0.0,0.0,0.0
326.79,122.13,0.0,0.0,0.0
92.59,9.64,0.0,260.73,0.0
299.54,107.96,0.0,0.0,0.0
9.38,0.0,0.0,0.0,0.0
279.56,80.74,662.43,0.0,0.0
619.33,1280.11,0.0,0.0,0.0
10.74,9.11,1.82,185.76,0.0
1117.31,1474.69,8.86,158.38,0.0
189.29,47.98,0.0,0.0,0.0
202.51,128.28,0.0,0.0,0.0
36.83,9.33,32.33,574.63,0.0
83.71,79.93,0.0,0.0,0.0
397.78,176.79,0.0,0.0,0.0
246.21,153.48,0.0,0.0,0.0
81.14,1.86,0.0,0.0,0.0
197.48,135.28,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
941.83,383.28,3.22,930.2,0.0
94.94,24.93,0.0,0.0,0.0
565.53,232.79,8.63,559.77,0.0
94.39,102.56,0.0,0.0,0.0
23.21,56.81,7.27,9.32,0.0
64.84,71.33,0.0,0.0,0.0
8.89,0.0,111.0,0.0,0.0
217.38,104.74,1126.21,1530.7,0.0
136.31,122.74,146.05,661.31,0.0
264.88,36.21,0.0,0.0,0.0
590.34,208.66,0.0,0.0,0.0
16.71,117.09,0.0,0.0,0.0
25.21,351.88,0.0,0.0,0.0
38.16,2801.66,46.02,0.0,0.0
34.71,451.33,0.0,0.0,0.0
251.54,110.21,0.0,0.0,0.0
88.69,114.38,91.45,1785.79,0.0
101.99,246.49,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
168.51,0.63,0.0,0.0,0.0
26.01,324.58,0.0,0.0,0.0
37.43,54.49,0.0,0.0,0.0
238.88,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
116.16,188.74,0.0,0.0,0.0
41.61,212.78,0.0,0.0,0.0
238.41,102.38,0.0,0.0,0.0
327.11,310.03,0.0,0.0,0.0
75.84,80.44,0.0,0.0,0.0
24.16,114.54,0.0,0.0,0.0
44.14,0.26,0.0,0.0,0.0
181.63,425.79,0.0,0.0,0.0
142.18,127.93,0.0,0.0,0.0
10.79,11.86,0.0,0.0,0.0
62.01,826.38,0.0,0.0,0.0
65.14,1295.03,0.0,0.0,0.0
3.71,0.0,0.0,0.0,0.0
4.76,2.36,0.0,227.86,0.0
14.93,56.46,0.0,0.0,0.0
608.13,349.59,0.0,0.0,0.0
471.94,119.41,0.0,0.0,0.0
95.63,1335.49,0.0,0.0,0.0
130.83,7.26,0.0,0.0,0.0
80.56,53.28,0.0,0.0,0.0
1953.56,468.38,0.0,0.0,0.0
119.53,789.56,0.0,0.0,0.0
777.73,328.71,0.0,0.0,0.0
33.79,29.41,5.78,259.69,0.0
122.78,76.18,0.0,0.0,0.0
405.56,17.08,25.16,648.67,0.0
4.04,0.0,344.51,0.0,0.0
40.68,503.09,0.0,0.0,0.0
68.23,44.14,0.0,0.0,0.0
6.38,0.23,0.0,0.0,0.0
102.48,54.93,130.88,0.0,0.0
191.09,166.51,186.59,0.0,0.0
44.96,3.86,119.83,0.0,0.0
225.19,625.83,0.0,0.0,0.0
61.41,156.88,0.0,0.0,0.0
36.61,78.94,115.55,201.14,0.0
5.66,36.06,542.6,0.0,0.0
395.04,334.56,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
85.61,103.18,0.0,0.0,0.0
108.24,393.66,0.0,0.0,0.0
14.18,81.66,0.0,0.0,0.0
225.93,207.16,1.13,0.0,0.0
233.68,953.06,0.0,0.0,0.0
483.31,911.99,0.0,0.0,0.0
239.09,275.48,3.48,449.71,0.0
118.74,418.81,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
383.68,861.39,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
6.71,409.29,63.77,2611.43,0.0
137.43,219.66,0.0,0.0,0.0
177.64,11.59,0.0,0.0,0.0
48.64,673.54,0.0,0.0,0.0
89.48,5.41,3.3,2368.85,0.0
177.24,319.09,278.84,0.0,0.0
0.0,0.0,0.0,0.0,1.0
229.49,200.89,0.0,0.0,0.0
148.71,119.49,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
90.38,95.96,0.0,0.0,0.0
2.93,5.01,53.25,1036.49,0.0
42.38,44.49,12.16,1969.26,0.0
178.69,276.83,26.22,959.37,0.0
0.0,0.0,0.0,0.0,1.0
159.93,80.61,0.0,0.0,0.0
90.64,485.49,0.0,0.0,0.0
77.53,9.54,0.0,0.0,0.0
54.28,65.74,0.0,0.0,0.0
1071.49,770.16,0.0,0.0,0.0
26.04,27.76,0.0,0.0,0.0
44.68,703.53,0.0,0.0,0.0
409.44,137.43,0.0,0.0,0.0
858.11,192.56,0.0,0.0,0.0
11.31,61.59,0.0,0.0,0.0
63.94,154.24,0.0,0.0,0.0
24.68,3.49,0.0,0.0,0.0
320.46,488.69,0.0,0.0,0.0
111.41,594.13,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
202.54,97.83,0.0,0.0,0.0
98.18,11.51,0.0,0.0,0.0
120.89,2314.88,0.0,0.0,0.0
25.76,53.73,0.72,275.91,0.0
397.03,92.33,0.0,0.0,0.0
88.89,242.73,0.0,0.0,0.0
91.61,73.38,0.0,0.0,0.0
65.33,55.46,891.24,0.0,0.0
0.0,0.0,0.0,0.0,1.0
127.03,252.94,2659.76,0.0,0.0
367.96,554.71,0.0,0.0,0.0
7.41,6.84,0.0,0.0,0.0
901.78,1174.71,708.38,0.0,0.0
265.16,161.29,0.0,0.0,0.0
250.51,235.58,0.0,0.0,0.0
302.41,219.76,0.0,0.0,0.0
7.08,1.16,0.0,30.77,0.0
316.58,328.64,0.0,0.0,0.0
13.13,8.14,433.35,17.15,0.0
109.69,2.89,29.54,846.47,0.0
537.16,87.03,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
85.74,87.73,0.0,0.0,0.0
246.66,1033.59,0.0,0.0,0.0
176.63,621.49,0.0,0.0,0.0
123.16,185.83,0.0,0.0,0.0
245.14,896.03,0.0,0.0,0.0
35.33,31.96,0.0,0.0,0.0
350.11,592.49,0.0,0.0,0.0
2147.88,189.94,60.55,838.82,0.0
360.83,351.18,0.0,0.0,0.0
56.73,18.11,0.0,0.0,0.0
67.23,409.51,0.0,0.0,0.0
194.23,191.99,0.0,0.0,0.0
94.28,2.41,468.62,0.0,0.0
183.23,68.39,0.0,0.0,0.0
153.51,142.71,0.0,0.0,0.0
129.83,962.98,0.0,0.0,0.0
179.96,275.88,0.0,0.0,0.0
195.89,68.09,0.0,0.0,0.0
7.91,0.0,3.94,675.76,0.0
139.14,223.38,0.0,0.0,0.0
21.86,948.58,0.0,0.0,0.0
126.14,131.29,28.11,185.87,0.0
281.36,727.83,0.0,0.0,0.0
224.78,126.38,0.0,0.0,0.0
42.98,127.16,0.0,0.0,0.0
370.86,1554.73,33.42,1432.23,0.0
6.51,127.74,0.0,0.0,0.0
55.49,66.21,0.0,0.0,0.0
23.84,37.64,0.0,0.0,0.0
166.03,376.84,0.0,0.0,0.0
50.11,61.69,0.0,0.0,0.0
7.4,10.83,0.0,0.0,0.0
140.96,532.54,0.0,0.0,0.0
22.24,43.91,0.0,0.0,0.0
119.28,62.93,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
317.11,726.71,0.0,0.0,0.0
16.49,43.38,0.0,0.0,0.0
213.41,213.01,0.0,0.0,0.0
274.34,555.09,0.0,0.0,0.0
836.06,62.81,0.0,0.0,0.0
431.24,85.84,12.3,663.44,0.0
314.16,472.48,4.5,548.23,0.0
146.98,619.36,0.0,0.0,0.0
87.48,123.44,0.0,0.0,0.0
182.16,1991.76,0.0,0.0,0.0
163.86,57.78,0.0,0.0,0.0
0.0,0.0,45.09,661.87,0.0
0.0,0.0,0.0,0.0,1.0
92.83,1504.33,0.0,0.0,0.0
93.89,2.39,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
691.43,1959.24,0.0,0.0,0.0
32.99,90.26,0.0,0.0,0.0
126.36,98.41,678.19,0.0,0.0
137.61,0.56,0.0,0.0,0.0
31.59,63.01,5.58,0.0,0.0
170.44,166.54,0.0,0.0,0.0
1148.84,1505.18,0.0,0.0,0.0
221.24,157.61,20.35,1066.74,0.0
22.28,45.88,0.0,0.0,0.0
402.99,1054.46,0.0,0.0,0.0
560.09,390.38,216.13,265.21,0.0
0.0,0.0,0.0,0.0,1.0
91.69,37.04,0.0,0.0,0.0
144.08,125.41,0.0,0.0,0.0
58.74,990.96,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
35.19,1068.93,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
335.21,328.16,0.0,0.0,0.0
1.03,0.0,2.79,2474.11,0.0
1.36,1.96,259.7,0.0,0.0
289.79,32.24,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
890.84,842.28,0.0,0.0,0.0
180.21,110.09,0.0,0.0,0.0
247.26,333.44,0.0,0.0,0.0
212.13,40.81,0.0,0.0,0.0
175.28,155.51,0.0,0.0,0.0
58.64,111.71,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
87.81,773.29,0.0,0.0,0.0
282.99,577.93,0.0,0.0,0.0
92.63,6.73,0.0,0.0,0.0
62.38,45.08,0.0,0.0,0.0
87.01,710.54,0.0,0.0,0.0
151.93,621.91,0.0,0.0,0.0
209.03,699.04,0.0,0.0,0.0
63.71,149.31,0.0,0.0,0.0
260.71,118.69,0.0,0.0,0.0
578.94,290.41,0.0,0.06,0.0
119.21,268.68,46.87,765.17,0.0
122.08,148.04,0.0,0.0,0.0
10.63,49.96,0.0,0.0,0.0
4.93,0.0,90.99,555.82,0.0
4.79,510.63,0.0,0.0,0.0
44.23,63.98,0.0,0.0,0.0
4.58,3.51,0.0,0.0,0.0
477.88,64.61,0.0,0.0,0.0
67.74,157.99,0.0,0.0,0.0
413.01,20.46,0.0,0.0,0.0
206.54,95.36,0.0,0.0,0.0
330.71,255.33,0.0,0.0,0.0
270.39,530.73,104.89,0.0,0.0
401.08,105.13,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
121.19,170.34,0.0,0.0,0.0
71.73,31.79,0.0,0.0,0.0
87.24,202.03,0.0,0.0,0.0
103.81,368.46,0.0,0.0,0.0
356.71,286.21,0.0,0.0,0.0
874.53,59.63,0.0,0.0,0.0
398.44,566.84,84.79,931.21,0.0
725.49,11.69,247.06,112.04,0.0
112.09,68.94,0.0,0.0,0.0
354.11,631.74,0.0,0.0,0.0
935.03,1718.73,0.0,0.0,0.0
160.69,114.01,0.0,0.0,0.0
507.16,48.91,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
129.76,101.44,0.0,0.0,0.0
100.61,140.73,0.0,65.81,0.0
273.04,80.44,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
584.06,377.19,527.97,0.0,0.0
170.09,255.29,0.21,0.0,0.0
363.43,224.53,0.0,0.0,0.0
506.26,2057.43,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
113.11,450.88,0.0,0.0,0.0
163.91,132.11,0.0,0.0,0.0
0.21,2.48,0.0,0.0,0.0
115.44,357.51,0.0,0.0,0.0
218.53,261.78,0.0,0.0,0.0
68.76,67.89,0.0,0.0,0.0
152.74,88.81,7.51,560.33,0.0
78.36,28.21,0.0,0.0,0.0
99.81,40.68,0.0,0.0,0.0
224.53,825.86,0.0,0.0,0.0
126.08,20.84,0.0,0.0,0.0
323.21,318.66,0.0,0.0,0.0
156.89,1574.03,533.17,0.0,0.0
443.64,956.66,0.0,0.0,0.0
201.79,181.59,0.0,0.0,0.0
34.64,368.99,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
314.34,575.08,34.19,934.77,0.0
406.49,351.58,0.0,0.0,0.0
135.46,109.09,0.0,0.0,0.0
93.58,126.13,0.0,0.0,0.0
79.31,179.78,214.99,372.56,0.0
336.93,43.11,0.0,0.0,0.0
167.91,208.33,0.0,0.0,0.0
12.01,12.58,0.0,0.0,0.0
1.4,9.51,0.0,0.0,0.0
144.16,392.73,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
86.94,39.11,0.0,0.0,0.0
63.23,145.69,150.81,0.0,0.0
166.74,68.86,210.72,0.0,0.0
600.48,75.41,599.53,0.0,0.0
155.53,404.03,1978.46,0.0,0.0
294.78,487.04,4.4,851.47,0.0
31.51,49.13,0.0,0.0,0.0
72.16,450.73,0.0,0.0,0.0
359.78,262.93,0.0,0.0,0.0
84.79,133.48,0.0,0.0,0.0
252.93,51.28,83.96,1464.46,0.0
649.51,199.89,0.0,0.0,0.0
185.51,202.43,0.0,0.0,0.0
392.74,461.89,13.97,1160.97,0.0
91.38,248.61,0.0,0.0,0.0
10.81,21.44,1.39,939.43,0.0
101.78,343.09,0.0,0.0,0.0
225.04,361.33,0.0,0.0,0.0
109.09,136.58,0.0,0.0,0.0
88.89,32.43,0.0,0.0,0.0
206.41,192.43,0.0,0.0,0.0
223.78,242.49,11.4,1819.09,0.0
312.39,398.96,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
130.26,24.71,100.29,0.0,0.0
112.48,110.86,813.33,0.0,0.0
378.21,85.13,0.0,0.0,0.0
45.71,606.21,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
29.71,0.0,0.0,0.0,0.0
22.79,0.0,0.0,0.0,0.0
28.23,20.53,0.0,0.0,0.0
129.56,66.34,2650.05,2409.94,0.0
126.46,163.73,0.0,0.0,0.0
87.23,574.46,0.0,0.0,0.0
147.36,7.11,0.0,0.0,0.0
93.68,165.31,0.0,0.0,0.0
34.14,927.43,44.08,56.37,0.0
7.73,2.25,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
28.84,0.0,0.0,0.0,0.0
12.09,132.83,0.0,0.0,0.0
30.58,71.23,0.0,0.0,0.0
1.05,0.0,0.0,0.0,0.0
13.01,0.0,0.0,0.0,0.0
128.74,26.11,0.0,0.0,0.0
96.36,287.78,0.0,0.0,0.0
0.33,381.24,0.0,0.0,0.0
0.0,1.31,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
47.94,340.16,0.0,0.0,0.0
129.53,86.93,0.0,0.0,0.0
140.28,76.06,0.0,0.0,0.0
12.99,51.83,0.0,0.0,0.0
230.53,1711.24,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
84.11,117.69,0.0,0.0,0.0
33.26,41.78,0.0,0.0,0.0
319.54,969.44,279.74,608.05,0.0
198.44,908.73,0.0,0.0,0.0
77.03,493.61,0.0,0.0,0.0
32.93,67.89,5.09,3134.05,0.0
3.81,0.0,238.74,8.57,0.0
44.19,29.11,32.24,203.68,0.0
128.03,49.99,0.0,0.0,0.0
168.24,417.51,0.0,0.0,0.0
206.39,412.98,0.0,0.0,0.0
200.09,605.71,0.0,0.0,0.0
137.43,119.89,0.0,0.0,0.0
2.46,3.29,0.0,0.0,0.0
117.63,95.81,0.0,0.0,0.0
116.38,131.44,0.0,0.0,0.0
686.24,1507.66,0.0,0.0,0.0
41.16,99.61,0.0,0.0,0.0
37.41,376.24,2550.28,0.0,0.0
246.46,6797.51,0.0,0.0,0.0
59.84,1.16,813.41,0.78,0.0
22.26,23.63,0.0,0.0,0.0
74.34,0.0,0.0,0.0,0.0
233.09,106.16,0.0,0.0,0.0
359.18,89.99,109.35,1550.98,0.0
200.01,244.03,0.0,0.0,0.0
335.81,1403.11,165.62,937.57,0.0
14.09,0.21,0.0,0.0,0.0
1323.64,1625.94,0.0,0.0,0.0
79.04,416.49,0.0,0.0,0.0
80.99,248.34,0.0,0.0,0.0
1050.59,951.19,0.0,0.0,0.0
3.21,6.56,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
286.04,275.06,4.41,1077.08,0.0
0.0,0.0,0.0,0.0,1.0
179.28,194.78,0.0,0.0,0.0
602.56,225.26,0.0,0.0,0.0
481.39,228.68,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
318.36,201.79,0.0,0.0,0.0
77.71,58.96,0.0,0.0,0.0
510.83,586.83,0.0,0.0,0.0
1730.98,683.41,67.33,935.54,0.0
293.36,230.51,16.46,0.0,0.0
217.26,1878.99,0.0,0.0,0.0
67.31,92.58,0.0,0.0,0.0
187.71,329.13,0.0,0.0,0.0
474.23,1012.44,0.0,0.0,0.0
122.18,27.29,0.0,0.0,0.0
401.23,388.29,0.0,0.0,0.0
125.43,154.51,65.48,0.0,0.0
164.91,1242.91,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
384.59,619.89,16.38,459.97,0.0
443.51,111.03,0.0,0.0,0.0
183.74,712.13,0.0,0.0,0.0
427.21,395.13,0.0,0.0,0.0
267.23,131.38,0.0,0.0,0.0
12.68,0.0,122.75,400.71,0.0
104.33,815.53,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
293.23,407.98,0.0,0.0,0.0
48.24,58.36,0.0,0.0,0.0
198.41,152.64,0.0,0.0,0.0
89.68,116.36,0.0,0.0,0.0
92.48,154.69,3.3,0.0,0.0
245.61,167.26,0.0,0.0,0.0
1.89,6.81,240.81,0.0,0.0
198.59,695.23,0.71,0.0,0.0
15.18,0.11,0.0,0.0,0.0
21.34,2.46,309.79,0.0,0.0
501.98,913.98,0.39,18.45,0.0
15.81,145.81,0.0,0.0,0.0
147.31,180.96,71.53,0.0,0.0
37.99,189.24,0.0,0.0,0.0
0.96,11.1,0.0,0.0,0.0
627.33,727.09,18.23,1002.98,0.0
129.83,68.83,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
25.14,113.58,0.0,0.0,0.0
181.71,214.24,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
17.58,17.06,0.1,0.0,0.0
0.0,0.0,0.0,0.0,1.0
87.63,71.96,0.0,0.0,0.0
84.98,323.78,221.14,0.0,0.0
0.0,0.0,0.0,0.0,1.0
519.04,1821.94,1.36,116.55,0.0
137.33,626.91,0.0,0.0,0.0
131.54,22.19,0.0,0.0,0.0
297.94,373.33,138.7,0.0,0.0
126.11,231.28,4.9,520.74,0.0
146.93,145.09,935.43,0.0,0.0
175.49,305.11,0.0,0.0,0.0
73.21,92.46,171.76,310.61,0.0
224.08,114.18,0.0,501.81,0.0
158.64,2370.56,0.0,0.0,0.0
35.51,86.24,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
36.59,35.44,0.0,0.0,0.0
8.08,49.91,0.0,0.0,0.0
112.39,528.76,0.0,0.0,0.0
156.28,191.89,0.0,0.0,0.0
48.31,474.89,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
118.04,44.86,0.0,0.0,0.0
70.14,97.16,0.0,0.0,0.0
42.53,16.26,182.23,0.0,0.0
21.34,16.78,0.0,0.0,0.0
193.16,136.01,0.32,521.07,0.0
0.9,0.76,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
177.14,821.93,0.0,0.0,0.0
48.19,119.06,0.0,0.0,0.0
66.01,613.13,0.0,0.0,0.0
394.44,308.06,0.12,907.22,0.0
0.0,0.0,0.0,0.0,1.0
32.21,89.83,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
196.34,118.61,347.86,0.0,0.0
138.59,29.78,0.0,0.0,0.0
84.96,58.36,0.0,0.0,0.0
214.84,343.38,0.0,0.0,0.0
41.06,549.73,0.0,0.0,0.0
1261.76,697.69,0.0,0.0,0.0
77.28,1157.88,268.19,0.0,0.0
366.64,375.11,0.0,0.0,0.0
578.49,765.74,0.0,0.0,0.0
240.26,149.96,0.0,0.0,0.0
129.28,238.79,0.0,0.0,0.0
59.96,298.51,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
37.33,60.38,0.0,0.0,0.0
162.09,2639.08,0.0,0.0,0.0
154.11,1175.43,24.45,0.0,0.0
14.41,25.39,0.0,0.0,0.0
164.91,1291.98,0.0,0.0,0.0
94.01,399.98,0.0,0.0,0.0
26.31,659.71,0.0,0.0,0.0
13.84,67.19,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
65.58,0.0,249.55,792.64,0.0
0.0,0.0,0.0,0.0,1.0
44.33,103.34,0.0,0.0,0.0
252.99,60.74,0.0,0.0,0.0
439.84,78.04,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
113.01,513.09,2.0,112.18,0.0
48.59,35.53,369.3,0.0,0.0
542.24,636.66,1286.77,0.0,0.0
75.49,72.56,0.0,0.0,0.0
73.24,769.01,0.0,0.0,0.0
37.06,16.44,0.0,0.0,0.0
285.89,573.69,0.0,0.0,0.0
346.59,582.44,0.0,0.0,0.0
0.16,0.0,125.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
57.76,15.39,0.0,0.0,0.0
78.84,172.21,65.49,791.57,0.0
86.79,286.53,0.0,0.0,0.0
65.84,21.84,35.88,1381.84,0.0
408.21,440.18,0.0,0.0,0.0
315.99,617.31,0.0,0.0,0.0
245.54,203.48,93.71,0.0,0.0
193.14,188.76,17.56,1481.73,0.0
88.36,0.0,135.94,2182.82,0.0
0.0,0.0,0.0,0.0,1.0
85.76,78.24,0.0,0.0,0.0
314.74,98.38,0.0,0.0,0.0
1227.18,4.86,0.0,0.0,0.0
56.94,723.96,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
68.69,906.69,0.0,0.0,0.0
19.76,270.79,8.4,193.13,0.0
96.73,21.08,23.74,192.69,0.0
393.79,1660.16,3.82,941.22,0.0
254.46,182.13,0.0,0.0,0.0
102.88,694.79,0.0,0.0,0.0
124.98,1280.59,0.0,0.0,0.0
